Age,Gender,Location,Income,Debt,Owns Property,Profession,Demographics,Platform,Total Time Spent,Number of Sessions,Video Category,Video Length,Time Spent On Video,Number of Videos Watched,Scroll Rate,Frequency,ProductivityLoss,Satisfaction,Watch Reason,DeviceType,OS,Watch Time,Self Control,Addiction Level,CurrentActivity,ConnectionType
42,Male,United States,82261,True,True,Manager,Rural,YouTube,268,3,Trends,13,17,27,5,Afternoon,3,7,Habit,Smartphone,Android,5:00 PM,5,5,At school,Mobile Data
54,Male,United States,74336,True,False,Students,Rural,Instagram,112,15,Life Hacks,10,13,19,35,Night,8,2,Habit,Smartphone,Android,9:00 PM,10,0,At work,Wi-Fi
45,Male,Pakistan,94083,True,True,Waiting staff,Rural,Instagram,64,14,Jokes/Memes,25,7,49,85,Afternoon,8,2,Habit,Smartphone,Android,5:00 PM,10,0,At school,Mobile Data
27,Male,Mexico,80948,True,False,Manager,Rural,Facebook,266,11,Gaming,1,9,1,68,Evening,6,4,Habit,Smartphone,Android,2:00 PM,8,2,Commuting,Wi-Fi
56,Other,Indonesia,53002,True,True,Labor/Worker,Rural,Instagram,110,8,Comedy,1,12,38,48,Evening,8,2,Boredom,Computer,Android,2:00 PM,10,0,At school,Mobile Data
34,Male,India,93016,True,False,Manager,Rural,Facebook,207,4,Jokes/Memes,15,29,19,80,Morning,8,2,Habit,Tablet,iOS,8:00 AM,7,3,Commuting,Mobile Data
56,Other,Pakistan,46672,False,True,driver,Rural,TikTok,235,12,ASMR,16,14,1,95,Morning,6,4,Habit,Smartphone,iOS,8:00 AM,8,2,At home,Wi-Fi
39,Male,United States,24213,False,False,Cashier,Rural,Facebook,246,8,Jokes/Memes,12,14,40,90,Evening,6,4,Entertainment,Smartphone,iOS,2:00 PM,8,2,At home,Mobile Data
43,Male,Indonesia,30293,False,True,Students,Rural,TikTok,35,6,Life Hacks,26,15,17,62,Afternoon,6,4,Entertainment,Computer,Android,5:00 PM,8,2,At school,Mobile Data
61,Female,United States,75860,True,False,Students,Rural,YouTube,130,15,Gaming,24,3,21,35,Morning,3,7,Habit,Smartphone,Windows,8:00 AM,5,5,At home,Mobile Data
42,Female,Indonesia,82507,True,True,Engineer,Rural,Instagram,191,12,Trends,6,15,22,70,Night,3,7,Habit,Smartphone,iOS,9:00 PM,5,5,At school,Mobile Data
34,Female,Mexico,77134,True,True,Engineer,Rural,Facebook,208,16,ASMR,6,19,15,97,Afternoon,8,2,Habit,Smartphone,Android,5:00 PM,10,0,At home,Wi-Fi
30,Female,Barzil,22100,False,True,Labor/Worker,Rural,Facebook,264,16,Vlogs,12,24,39,21,Morning,3,7,Habit,Tablet,Android,8:00 AM,5,5,At school,Mobile Data
37,Other,United States,81997,True,True,Artist,Urban,Instagram,131,4,Jokes/Memes,25,20,48,80,Afternoon,8,2,Entertainment,Smartphone,Windows,5:00 PM,10,0,At home,Mobile Data
42,Female,Pakistan,48172,False,False,Waiting staff,Rural,Instagram,40,11,Life Hacks,15,14,39,39,Evening,9,1,Boredom,Tablet,Android,2:00 PM,10,0,At home,Mobile Data
21,Other,Indonesia,40132,False,True,Artist,Rural,YouTube,294,13,Jokes/Memes,4,8,32,34,Night,8,2,Habit,Smartphone,Android,9:00 PM,10,0,At work,Mobile Data
27,Male,United States,38199,False,False,Students,Urban,YouTube,115,9,Life Hacks,24,5,49,15,Night,6,4,Entertainment,Smartphone,Android,9:00 PM,8,2,At school,Wi-Fi
20,Male,Vietnam,56609,True,True,Waiting staff,Rural,Facebook,233,4,Vlogs,4,19,4,6,Evening,6,4,Entertainment,Computer,iOS,2:00 PM,8,2,At home,Mobile Data
58,Female,Japan,62965,True,False,Manager,Rural,YouTube,282,12,Life Hacks,2,4,44,66,Morning,8,2,Boredom,Smartphone,iOS,8:00 AM,10,0,At school,Mobile Data
62,Female,Philippines,28016,False,True,Labor/Worker,Rural,TikTok,241,9,Trends,27,14,45,88,Evening,8,2,Entertainment,Computer,iOS,2:00 PM,10,0,At home,Wi-Fi
35,Other,United States,59779,True,False,Waiting staff,Urban,YouTube,265,13,Vlogs,24,16,32,56,Night,8,2,Habit,Smartphone,Android,9:00 PM,10,0,At school,Mobile Data
64,Female,India,51881,True,True,Waiting staff,Urban,YouTube,33,16,Trends,12,20,4,49,Evening,8,2,Entertainment,Smartphone,Windows,2:00 PM,10,0,Commuting,Mobile Data
53,Other,Barzil,44472,False,False,Students,Rural,Facebook,118,6,Entertainment,7,24,1,92,Evening,3,7,Boredom,Tablet,Android,2:00 PM,5,5,At work,Mobile Data
64,Female,Barzil,71813,True,True,Labor/Worker,Rural,TikTok,200,10,Life Hacks,20,6,33,1,Evening,8,2,Habit,Tablet,Windows,2:00 PM,10,0,At school,Wi-Fi
39,Male,United States,56021,True,False,Labor/Worker,Urban,YouTube,34,13,Life Hacks,9,23,7,65,Night,6,4,Habit,Smartphone,Android,10:15 PM,8,2,At home,Wi-Fi
51,Male,Philippines,74131,True,True,Waiting staff,Rural,TikTok,196,7,Pranks,9,25,9,28,Afternoon,9,1,Boredom,Tablet,iOS,5:45 PM,10,0,At home,Mobile Data
64,Female,India,44087,False,False,Students,Rural,TikTok,297,19,Jokes/Memes,8,6,1,20,Evening,9,1,Entertainment,Smartphone,MacOS,4:25 PM,10,0,At home,Wi-Fi
25,Female,Mexico,32828,False,True,Waiting staff,Rural,TikTok,125,19,Jokes/Memes,14,3,16,48,Evening,9,1,Habit,Computer,Windows,4:25 PM,10,0,At home,Mobile Data
57,Other,United States,81610,True,False,driver,Rural,Instagram,46,17,Pranks,1,15,18,72,Night,8,2,Entertainment,Smartphone,Android,10:15 PM,10,0,At home,Mobile Data
61,Male,Pakistan,21401,False,True,Artist,Rural,Instagram,291,13,Entertainment,23,29,47,65,Evening,8,2,Habit,Smartphone,Android,4:25 PM,10,0,At work,Wi-Fi
36,Female,Barzil,35193,False,False,Labor/Worker,Rural,Instagram,146,13,Jokes/Memes,21,3,6,90,Afternoon,8,2,Entertainment,Computer,Android,5:45 PM,10,0,At home,Wi-Fi
59,Other,United States,64864,True,True,Waiting staff,Rural,Instagram,236,2,Trends,23,11,2,51,Evening,6,4,Procrastination,Computer,iOS,4:25 PM,8,2,At home,Mobile Data
58,Female,United States,40307,False,True,Teacher,Rural,Facebook,191,10,Life Hacks,12,3,9,43,Evening,8,2,Entertainment,Smartphone,iOS,4:25 PM,10,0,At school,Mobile Data
54,Female,Mexico,39611,False,True,Waiting staff,Rural,YouTube,95,13,Life Hacks,25,28,4,49,Night,8,2,Entertainment,Smartphone,iOS,10:15 PM,10,0,At work,Wi-Fi
23,Male,Mexico,63791,True,True,driver,Rural,Instagram,62,9,Jokes/Memes,2,10,45,25,Evening,8,2,Procrastination,Tablet,Android,4:25 PM,10,0,Commuting,Wi-Fi
43,Male,India,31950,False,False,Waiting staff,Rural,Facebook,244,1,Gaming,13,18,23,74,Afternoon,3,7,Habit,Smartphone,iOS,5:45 PM,5,5,At work,Wi-Fi
51,Male,India,96240,True,True,Labor/Worker,Rural,YouTube,276,14,Jokes/Memes,27,1,43,76,Afternoon,9,1,Habit,Tablet,Android,5:45 PM,10,0,At work,Mobile Data
62,Male,India,97403,True,False,Students,Rural,Instagram,296,16,Jokes/Memes,4,16,45,41,Evening,8,2,Habit,Smartphone,Android,4:25 PM,10,0,At home,Wi-Fi
23,Female,Vietnam,22745,False,True,Students,Rural,YouTube,109,15,Life Hacks,20,16,43,71,Afternoon,8,2,Habit,Smartphone,Android,5:45 PM,10,0,At school,Wi-Fi
54,Male,Vietnam,75243,True,False,Labor/Worker,Urban,Instagram,96,1,Jokes/Memes,18,27,8,64,Night,9,1,Boredom,Tablet,Android,10:15 PM,10,0,At school,Mobile Data
50,Other,India,23866,False,True,Labor/Worker,Rural,Facebook,24,17,Pranks,19,10,39,61,Evening,8,2,Procrastination,Smartphone,MacOS,4:25 PM,10,0,At work,Mobile Data
39,Female,India,52245,True,False,Students,Urban,TikTok,110,13,Gaming,16,1,25,12,Evening,3,7,Boredom,Smartphone,Android,4:25 PM,5,5,Commuting,Mobile Data
38,Male,India,64724,True,True,driver,Urban,TikTok,174,15,Jokes/Memes,27,4,16,81,Afternoon,3,7,Habit,Computer,Android,5:45 PM,5,5,At home,Mobile Data
23,Male,Indonesia,91354,True,False,Students,Rural,YouTube,38,16,Jokes/Memes,14,3,35,69,Afternoon,8,2,Procrastination,Tablet,MacOS,5:45 PM,10,0,At school,Wi-Fi
23,Male,Mexico,71374,True,True,Labor/Worker,Rural,Facebook,123,16,Trends,29,5,17,14,Afternoon,3,7,Habit,Smartphone,iOS,5:45 PM,5,5,At home,Wi-Fi
21,Male,Philippines,50116,True,False,Labor/Worker,Rural,TikTok,116,2,Pranks,8,12,18,34,Afternoon,8,2,Boredom,Tablet,Windows,5:45 PM,10,0,At work,Mobile Data
47,Female,Vietnam,40447,False,True,Waiting staff,Rural,Instagram,139,17,Vlogs,12,25,27,48,Evening,3,7,Habit,Smartphone,Android,4:25 PM,5,5,At school,Mobile Data
28,Female,Pakistan,50431,True,False,Labor/Worker,Rural,TikTok,93,11,ASMR,9,12,15,61,Night,8,2,Entertainment,Smartphone,Windows,10:15 PM,10,0,At school,Mobile Data
47,Other,Indonesia,37908,False,True,Labor/Worker,Rural,YouTube,280,8,ASMR,6,13,17,81,Evening,8,2,Habit,Smartphone,Windows,4:25 PM,10,0,At home,Mobile Data
48,Female,United States,49336,False,False,Manager,Rural,YouTube,253,3,ASMR,26,24,43,35,Afternoon,6,4,Habit,Tablet,Android,5:45 PM,8,2,Commuting,Mobile Data
41,Male,United States,60992,True,True,Cashier,Urban,Facebook,223,12,ASMR,18,12,5,65,Night,8,2,Boredom,Smartphone,MacOS,10:15 PM,10,0,At work,Mobile Data
26,Other,India,75350,True,False,Labor/Worker,Rural,YouTube,175,16,Life Hacks,2,25,16,59,Afternoon,8,2,Boredom,Smartphone,Android,5:45 PM,10,0,At home,Mobile Data
20,Male,Philippines,89561,True,True,Manager,Rural,TikTok,288,14,Gaming,23,16,15,36,Evening,8,2,Boredom,Smartphone,Android,4:25 PM,10,0,At school,Mobile Data
48,Male,United States,71955,True,True,Cashier,Rural,TikTok,68,16,Life Hacks,8,13,42,79,Evening,3,7,Entertainment,Smartphone,iOS,4:25 PM,5,5,At home,Wi-Fi
57,Male,Barzil,81240,True,True,Artist,Rural,TikTok,99,17,Pranks,24,5,46,19,Night,8,2,Boredom,Tablet,MacOS,10:15 PM,10,0,At work,Mobile Data
54,Male,India,40093,False,True,driver,Rural,TikTok,203,11,Pranks,14,24,34,42,Night,9,1,Habit,Smartphone,iOS,10:15 PM,10,0,At home,Wi-Fi
53,Female,Barzil,26155,False,False,driver,Urban,Facebook,132,17,Trends,6,4,48,69,Evening,3,7,Boredom,Tablet,Windows,4:25 PM,5,5,At school,Mobile Data
41,Female,India,66607,True,True,driver,Rural,Instagram,145,19,Comedy,10,21,19,19,Night,3,7,Boredom,Smartphone,iOS,10:15 PM,5,5,At work,Mobile Data
48,Male,India,53487,True,False,Teacher,Rural,Instagram,148,1,Entertainment,8,15,8,39,Evening,3,7,Habit,Smartphone,iOS,4:25 PM,5,5,At work,Wi-Fi
23,Male,United States,75668,True,True,Cashier,Rural,Facebook,238,12,Vlogs,17,12,47,69,Evening,8,2,Entertainment,Smartphone,Android,4:25 PM,10,0,At home,Mobile Data
19,Male,India,40963,False,False,Cashier,Rural,YouTube,283,15,Pranks,25,19,10,52,Evening,6,4,Entertainment,Computer,Android,4:25 PM,8,2,Commuting,Mobile Data
37,Male,Germany,70124,True,True,Artist,Urban,Instagram,59,18,Jokes/Memes,29,21,5,12,Afternoon,8,2,Habit,Smartphone,iOS,5:45 PM,10,0,At school,Mobile Data
45,Other,Vietnam,72870,True,False,Labor/Worker,Rural,YouTube,127,14,Vlogs,12,28,48,83,Morning,8,2,Boredom,Smartphone,Android,9:55 AM,10,0,At school,Mobile Data
28,Male,Germany,76547,True,True,driver,Urban,Instagram,211,1,Life Hacks,17,19,26,47,Evening,8,2,Habit,Smartphone,Android,4:25 PM,10,0,At school,Wi-Fi
21,Female,Germany,84110,True,False,Manager,Rural,YouTube,200,13,Life Hacks,13,21,22,76,Afternoon,3,7,Boredom,Tablet,Windows,5:45 PM,5,5,At home,Mobile Data
32,Male,Japan,73554,True,True,Students,Rural,Facebook,190,15,Pranks,19,11,44,36,Afternoon,3,7,Procrastination,Tablet,Android,5:45 PM,5,5,At work,Mobile Data
23,Other,Vietnam,40936,False,False,Students,Urban,TikTok,87,7,Trends,12,21,23,63,Afternoon,8,2,Habit,Tablet,Android,5:45 PM,10,0,At school,Wi-Fi
47,Male,Indonesia,24426,False,True,Waiting staff,Rural,YouTube,84,15,Gaming,16,6,13,76,Evening,3,7,Boredom,Computer,iOS,4:25 PM,5,5,At home,Mobile Data
55,Female,Philippines,47606,False,False,Students,Rural,TikTok,290,10,Entertainment,25,9,9,82,Afternoon,3,7,Boredom,Smartphone,iOS,5:45 PM,5,5,At home,Mobile Data
19,Male,India,67832,True,True,Students,Rural,YouTube,30,14,Gaming,27,1,49,51,Night,3,7,Entertainment,Smartphone,iOS,10:15 PM,5,5,Commuting,Mobile Data
32,Female,India,48151,False,False,driver,Rural,YouTube,180,6,ASMR,5,12,20,43,Night,3,7,Habit,Tablet,Android,10:15 PM,5,5,Commuting,Mobile Data
28,Male,Indonesia,99303,True,True,Students,Rural,YouTube,24,14,Life Hacks,25,26,28,34,Evening,6,4,Habit,Smartphone,Android,4:25 PM,8,2,At school,Mobile Data
25,Female,United States,31308,False,False,Waiting staff,Rural,YouTube,220,12,Gaming,16,14,44,97,Morning,8,2,Boredom,Smartphone,MacOS,9:55 AM,8,2,At school,Mobile Data
43,Female,United States,82522,True,True,Students,Urban,YouTube,57,11,Entertainment,25,6,37,49,Night,8,2,Habit,Computer,Android,10:15 PM,10,0,At home,Mobile Data
62,Female,Germany,65671,True,True,Students,Rural,TikTok,95,19,Gaming,6,1,24,18,Night,9,1,Entertainment,Smartphone,MacOS,10:15 PM,10,0,At home,Wi-Fi
61,Other,Indonesia,22204,False,True,Artist,Rural,YouTube,158,2,Entertainment,11,22,44,61,Evening,3,7,Boredom,Computer,MacOS,4:25 PM,5,5,At work,Mobile Data
22,Female,Vietnam,51131,True,True,driver,Rural,TikTok,197,1,Jokes/Memes,17,2,33,57,Night,8,2,Entertainment,Smartphone,iOS,10:15 PM,10,0,At home,Mobile Data
23,Female,Germany,72428,True,False,Teacher,Urban,Facebook,160,8,Jokes/Memes,26,24,20,93,Night,6,4,Habit,Smartphone,Android,10:15 PM,8,2,At school,Mobile Data
43,Female,Barzil,53870,True,True,Students,Rural,Instagram,150,14,Vlogs,23,11,48,5,Night,6,4,Boredom,Smartphone,iOS,10:15 PM,8,2,At school,Wi-Fi
21,Male,Japan,69067,True,False,Engineer,Rural,YouTube,78,9,ASMR,14,3,30,89,Evening,8,2,Boredom,Smartphone,iOS,4:25 PM,10,0,At school,Mobile Data
36,Male,Pakistan,78585,True,True,Students,Rural,Instagram,269,2,Entertainment,6,10,44,24,Evening,3,7,Habit,Smartphone,iOS,4:25 PM,5,5,At home,Mobile Data
37,Male,United States,41607,False,False,driver,Rural,TikTok,18,5,Pranks,25,6,9,93,Evening,3,7,Procrastination,Smartphone,Windows,4:25 PM,5,5,At home,Mobile Data
50,Female,Japan,44968,False,True,Waiting staff,Rural,Facebook,130,8,Jokes/Memes,23,6,45,64,Morning,8,2,Habit,Tablet,Windows,9:55 AM,10,0,Commuting,Wi-Fi
37,Female,United States,31908,False,False,Labor/Worker,Rural,Facebook,110,16,Gaming,28,20,49,59,Evening,3,7,Habit,Smartphone,Android,4:25 PM,5,5,At home,Mobile Data
29,Male,Philippines,46423,False,True,driver,Rural,Facebook,158,16,Gaming,11,21,17,38,Evening,9,1,Boredom,Tablet,Android,4:25 PM,10,0,At school,Mobile Data
64,Female,Pakistan,94707,True,False,Labor/Worker,Rural,Instagram,155,13,Life Hacks,12,2,36,33,Evening,8,2,Boredom,Smartphone,MacOS,4:25 PM,10,0,At work,Mobile Data
18,Female,India,98257,True,True,Students,Urban,TikTok,252,15,Life Hacks,13,26,14,10,Afternoon,6,4,Boredom,Smartphone,Android,5:45 PM,8,2,At home,Mobile Data
43,Female,India,81215,True,False,Labor/Worker,Rural,YouTube,250,1,ASMR,4,26,19,37,Evening,6,4,Procrastination,Tablet,iOS,4:25 PM,8,2,At school,Wi-Fi
31,Female,Philippines,75835,True,True,Students,Rural,YouTube,52,3,Gaming,7,24,7,97,Night,6,4,Habit,Tablet,iOS,10:15 PM,8,2,At home,Wi-Fi
55,Female,Germany,69429,True,False,Students,Rural,TikTok,104,6,Trends,2,10,3,87,Night,3,7,Boredom,Tablet,Android,10:15 PM,5,5,Commuting,Mobile Data
54,Other,India,58458,True,True,driver,Rural,Instagram,235,14,Jokes/Memes,6,23,33,11,Night,8,2,Boredom,Smartphone,iOS,10:15 PM,10,0,At work,Wi-Fi
28,Female,Indonesia,66169,True,False,Artist,Urban,YouTube,15,4,Life Hacks,6,26,44,24,Evening,6,4,Entertainment,Tablet,Windows,4:25 PM,8,2,Commuting,Mobile Data
53,Male,Philippines,27659,False,True,Labor/Worker,Urban,TikTok,223,18,Vlogs,18,6,32,88,Morning,6,4,Habit,Smartphone,Android,9:55 AM,8,2,At school,Mobile Data
30,Male,Indonesia,80614,True,False,Labor/Worker,Rural,YouTube,215,15,Trends,20,23,47,71,Evening,6,4,Boredom,Tablet,Android,4:25 PM,8,2,At work,Wi-Fi
60,Female,India,97240,True,True,Labor/Worker,Urban,Facebook,76,9,Jokes/Memes,8,28,11,21,Afternoon,3,7,Habit,Smartphone,MacOS,5:45 PM,5,5,At home,Wi-Fi
20,Other,Germany,52793,True,True,Artist,Urban,YouTube,109,18,Vlogs,8,17,42,20,Afternoon,8,2,Boredom,Smartphone,MacOS,5:45 PM,10,0,Commuting,Mobile Data
50,Male,Philippines,66473,True,True,Teacher,Rural,Instagram,21,3,Life Hacks,29,14,2,10,Night,8,2,Procrastination,Tablet,Windows,10:15 PM,10,0,Commuting,Mobile Data
23,Female,India,75751,True,True,Students,Urban,TikTok,246,10,ASMR,8,5,26,89,Night,8,2,Habit,Computer,Android,10:15 PM,10,0,Commuting,Mobile Data
27,Male,United States,98915,True,False,Waiting staff,Urban,Instagram,267,17,Jokes/Memes,8,23,4,47,Night,8,2,Procrastination,Computer,iOS,10:15 PM,10,0,Commuting,Mobile Data
22,Male,India,74254,True,True,Students,Rural,TikTok,144,7,Gaming,1,17,17,47,Afternoon,9,1,Procrastination,Smartphone,iOS,5:45 PM,10,0,At work,Mobile Data
40,Female,Pakistan,27006,False,False,Waiting staff,Urban,Facebook,231,15,Life Hacks,2,2,17,15,Night,8,2,Boredom,Smartphone,MacOS,10:15 PM,10,0,At home,Mobile Data
27,Male,India,94218,True,True,Waiting staff,Rural,TikTok,165,1,Pranks,12,9,28,44,Night,9,1,Procrastination,Smartphone,iOS,10:15 PM,10,0,Commuting,Mobile Data
61,Male,Pakistan,85344,True,False,Students,Urban,YouTube,151,11,Life Hacks,15,12,30,62,Night,3,7,Procrastination,Smartphone,MacOS,10:15 PM,5,5,At work,Wi-Fi
19,Male,India,53840,True,True,driver,Urban,YouTube,167,17,Pranks,4,19,40,6,Evening,6,4,Procrastination,Smartphone,Android,4:25 PM,8,2,At home,Mobile Data
